From	Entry	Reviewed	Entry Name	Length
Q9CQP0	Q9CQP0	reviewed	RM33_MOUSE	65
P19970	P19970	reviewed	FRQ_NEUCR	989
P45895	P45895	reviewed	CHSSB_CAEEL	804
Q9QZ08	Q9QZ08	reviewed	NAGK_MOUSE	343
P9WES3	P9WES3	reviewed	M6277_ASCSA	514
Q6PH81	Q6PH81	reviewed	CP087_HUMAN	154
P53142	P53142	reviewed	VPS73_YEAST	486
O75864	O75864	reviewed	PPR37_HUMAN	691
P57679	P57679	reviewed	EVC_HUMAN	992
O60072	O60072	reviewed	SLH1_SCHPO	1935
Q12192	Q12192	reviewed	RFM1_YEAST	310
Q86IZ4	Q86IZ4	reviewed	IPP2_DICDI	261
Q92328	Q92328	reviewed	MDM12_YEAST	271
P47027	P47027	reviewed	DPB11_YEAST	764
Q940K0	Q940K0	reviewed	UNI_ARATH	889
Q5T871	Q5T871	reviewed	LELP1_HUMAN	98
Q8IWB9	Q8IWB9	reviewed	TEX2_HUMAN	1127
C5E325	C5E325	reviewed	MIC60_LACTC	527
E9Q5R7	E9Q5R7	reviewed	NAL12_MOUSE	1054
C8V329	C8V329	reviewed	FCY2_EMENI	508
C0LU16	C0LU16	reviewed	MED21_ARATH	139
O88327	O88327	reviewed	CTNL1_MOUSE	731
P87112	P87112	reviewed	NOT1_SCHPO	2100
Q8N9R8	Q8N9R8	reviewed	SCAI_HUMAN	606
Q498E2	Q498E2	reviewed	TDRP_RAT	182
P10914	P10914	reviewed	IRF1_HUMAN	325
Q9C6D2	Q9C6D2	reviewed	MTK_ARATH	420
Q9CPW3	Q9CPW3	reviewed	RM54_MOUSE	135
P61233	P61233	reviewed	TXR1_MACRV	43
Q08B36	Q08B36	reviewed	MCIN_XENLA	374
O04310	O04310	reviewed	JAL34_ARATH	705
Q9JHF3	Q9JHF3	reviewed	PTGES_RAT	153
Q6WNG7	Q6WNG7	reviewed	D4FAD_EUGGR	541
Q01613	Q01613	reviewed	SHRM1_XENLA	1420
A0A455R614	A0A455R614	reviewed	ASCR_ACREG	512
P12260	P12260	reviewed	F13A_BOVIN	198
O35615	O35615	reviewed	FOG1_MOUSE	995
P86450	P86450	reviewed	XYL1_MEDSA	45
Q2T9J0	Q2T9J0	reviewed	TYSD1_HUMAN	566
P40077	P40077	reviewed	DSE1_YEAST	573
Q6CUE5	Q6CUE5	reviewed	CENPU_KLULA	292
P38958	P38958	reviewed	PT100_YEAST	111
Q8IWG1	Q8IWG1	reviewed	DNAI3_HUMAN	891
Q8I4T1	Q8I4T1	reviewed	VPS26_PLAF7	297
Q9Y2C3	Q9Y2C3	reviewed	B3GT5_HUMAN	310
Q9NP71	Q9NP71	reviewed	MLXPL_HUMAN	852
Q8R1T1	Q8R1T1	reviewed	CHMP7_MOUSE	451
Q96PH1	Q96PH1	reviewed	NOX5_HUMAN	765
Q5T0J7	Q5T0J7	reviewed	TEX35_HUMAN	233
Q8WVI0	Q8WVI0	reviewed	UQCC5_HUMAN	70
Q8R115	Q8R115	reviewed	TMM82_MOUSE	356
Q9UJ72	Q9UJ72	reviewed	ANX10_HUMAN	324
Q92576	Q92576	reviewed	PHF3_HUMAN	2039
P82259	P82259	reviewed	ALL3_ASPFL	32
P02456	P02456	reviewed	CO1A1_RABIT	53
P87303	P87303	reviewed	TFB2_SCHPO	447
P32266	P32266	reviewed	MGM1_YEAST	881
O15014	O15014	reviewed	ZN609_HUMAN	1411
Q8T638	Q8T638	reviewed	DMTA_DICDI	363
Q9C920	Q9C920	reviewed	KDSB_ARATH	290
Q5XPT3	Q5XPT3	reviewed	LARG2_MOUSE	690
Q9Y3T6	Q9Y3T6	reviewed	R3HC1_HUMAN	440
P16255	P16255	reviewed	SRP14_CANLF	110
O59733	O59733	reviewed	SYF2_SCHPO	229
Q5AH02	Q5AH02	reviewed	IQG1_CANAL	1647
Q26630	Q26630	reviewed	IDLC_STRPU	260
Q9R080	Q9R080	reviewed	GPSM1_RAT	673
Q80VL1	Q80VL1	reviewed	TDRKH_MOUSE	560
Q3TIT8	Q3TIT8	reviewed	SPX3_MOUSE	494
Q7K550	Q7K550	reviewed	EIF3J_DROME	236
P0C5R4	P0C5R4	reviewed	YO83A_YEAST	46
P01094	P01094	reviewed	IPA3_YEAST	68
Q08887	Q08887	reviewed	NDD1_YEAST	554
P40053	P40053	reviewed	AIM9_YEAST	627
Q8SWR8	Q8SWR8	reviewed	ATX2_DROME	1084
Q04119	Q04119	reviewed	PPN1_YEAST	674
Q9VKK2	Q9VKK2	reviewed	WDR59_DROME	969
D3YYU8	D3YYU8	reviewed	OBSL1_MOUSE	1804
Q9UBD5	Q9UBD5	reviewed	ORC3_HUMAN	711
P31922	P31922	reviewed	SUS1_HORVU	807
Q96JE9	Q96JE9	reviewed	MAP6_HUMAN	813
P32773	P32773	reviewed	TOA1_YEAST	286
Q03958	Q03958	reviewed	PFD6_MOUSE	127
Q9LTR2	Q9LTR2	reviewed	TGD2_ARATH	381
O42967	O42967	reviewed	YB92_SCHPO	603
Q07395	Q07395	reviewed	SYO1_YEAST	620
Q9QX01	Q9QX01	reviewed	TRPC1_RAT	759
P33448	P33448	reviewed	TOM6_YEAST	61
Q9JKB5	Q9JKB5	reviewed	ARI4B_RAT	1228
Q6WNK7	Q6WNK7	reviewed	SUS1_YEAST	96
Q08952	Q08952	reviewed	OXR1_YEAST	273
O13800	O13800	reviewed	RDL1_SCHPO	230
Q6PDI5	Q6PDI5	reviewed	ECM29_MOUSE	1840
O09111	O09111	reviewed	NDUBB_MOUSE	151
Q3TCJ8	Q3TCJ8	reviewed	CCD69_MOUSE	202
Q6RI63	Q6RI63	reviewed	F120B_MOUSE	786
P10363	P10363	reviewed	PRI1_YEAST	409
Q08651	Q08651	reviewed	ENV9_YEAST	330
P08524	P08524	reviewed	ERG20_YEAST	352
Q8LD26	Q8LD26	reviewed	DRMH3_ARATH	137
Q99JB6	Q99JB6	reviewed	FOXP3_MOUSE	429
Q0D1P4	Q0D1P4	reviewed	TERF_ASPTN	459
P23623	P23623	reviewed	OXLA_NEUCR	696
Q8BVQ5	Q8BVQ5	reviewed	PPME1_MOUSE	386
Q8CJH2	Q8CJH2	reviewed	DAB1_RAT	555
Q96J01	Q96J01	reviewed	THOC3_HUMAN	351
Q71BG9	Q71BG9	reviewed	TM22_SOLLC	861
O59714	O59714	reviewed	YBH6_SCHPO	511
Q93045	Q93045	reviewed	STMN2_HUMAN	179
Q9SF36	Q9SF36	reviewed	PDP2_ARATH	726
O60762	O60762	reviewed	DPM1_HUMAN	260
P26788	P26788	reviewed	LEG1_CONMY	135
Q12262	Q12262	reviewed	CENPH_YEAST	181
Q9VWE6	Q9VWE6	reviewed	ELYS_DROME	2111
P30370	P30370	reviewed	RABP2_CHICK	37
A0A1U8QK63	A0A1U8QK63	reviewed	PKIC_EMENI	1872
O60683	O60683	reviewed	PEX10_HUMAN	326
Q9D882	Q9D882	reviewed	F241B_MOUSE	120
Q8L586	Q8L586	reviewed	Y4958_ARATH	287
F4JVI3	F4JVI3	reviewed	MTEF5_ARATH	493
Q9D1L9	Q9D1L9	reviewed	LTOR5_MOUSE	91
P07855	P07855	reviewed	FAS_RABIT	64
Q94AQ8	Q94AQ8	reviewed	PNSB2_ARATH	348
O75191	O75191	reviewed	XYLB_HUMAN	536
P48836	P48836	reviewed	VATG_YEAST	114
Q9NRV9	Q9NRV9	reviewed	HEBP1_HUMAN	189
D4A2Y9	D4A2Y9	reviewed	PEX13_RAT	403
P08209	P08209	reviewed	CRGD_BOVIN	174
O14079	O14079	reviewed	MDB1_SCHPO	624
Q24151	Q24151	reviewed	STAT_DROME	761
Q8N594	Q8N594	reviewed	MPND_HUMAN	471
Q08921	Q08921	reviewed	TCO89_YEAST	799
Q5SWH9	Q5SWH9	reviewed	TMM69_HUMAN	247
Q61584	Q61584	reviewed	FXR1_MOUSE	677
Q6J3N5	Q6J3N5	reviewed	BKT3_HAELA	320
P82542	P82542	reviewed	PLMS_SQUAC	30
Q86TP1	Q86TP1	reviewed	PRUN1_HUMAN	453
Q9WU28	Q9WU28	reviewed	PFD5_MOUSE	154
P07285	P07285	reviewed	TRPD_YEAST	380
O62301	O62301	reviewed	SMG8_CAEEL	873
Q13117	Q13117	reviewed	DAZ2_HUMAN	558
Q5F289	Q5F289	reviewed	SPEM1_MOUSE	310
Q6UWU4	Q6UWU4	reviewed	CF089_HUMAN	347
A8J6X7	A8J6X7	reviewed	PCDP1_CHLRE	645
Q8VHL0	Q8VHL0	reviewed	UT1_MOUSE	384
P83359	P83359	reviewed	CU7A_LIMPO	59
Q7ZT01	Q7ZT01	reviewed	PSF3_XENLA	210
C0HJI0	C0HJI0	reviewed	THNW2_NIGSA	35
P21616	P21616	reviewed	AVP_VIGRR	766
Q8SR89	Q8SR89	reviewed	G6PD_ENCCU	434
A8J0N6	A8J0N6	reviewed	DRC10_CHLRE	356
P06252	P06252	reviewed	NDHI_TOBAC	167
Q92802	Q92802	reviewed	N42L2_HUMAN	583
Q99LW6	Q99LW6	reviewed	YAF2_MOUSE	179
Q9FKZ1	Q9FKZ1	reviewed	DRL42_ARATH	809
Q1T7C1	Q1T7C1	reviewed	CENPK_CHICK	260
P28586	P28586	reviewed	LEC1_AXIPO	144
Q16891	Q16891	reviewed	MIC60_HUMAN	758
Q8JZY2	Q8JZY2	reviewed	COMDA_MOUSE	202
Q61733	Q61733	reviewed	RT31_MOUSE	384
Q12431	Q12431	reviewed	EMC6_YEAST	108
Q3U4I7	Q3U4I7	reviewed	PYRD2_MOUSE	581
P46970	P46970	reviewed	NMD5_YEAST	1048
P12037	P12037	reviewed	NFH_PIG	142
Q92845	Q92845	reviewed	KIFA3_HUMAN	792
O96759	O96759	reviewed	ADAS_DICDI	611
Q9Y247	Q9Y247	reviewed	FA50B_HUMAN	325
C0LT23	C0LT23	reviewed	CERK_ORYSJ	607
Q85FP8	Q85FP8	reviewed	PSAL_CYAM1	140
P93762	P93762	reviewed	HOX_CHOCR	546
Q64737	Q64737	reviewed	PUR2_MOUSE	1010
Q3UH68	Q3UH68	reviewed	LIMC1_MOUSE	1057
P39976	P39976	reviewed	DLD3_YEAST	496
A9LNK9	A9LNK9	reviewed	CPSF_ARATH	631
Q10414	Q10414	reviewed	MU161_SCHPO	561
P34607	P34607	reviewed	MUT7_CAEEL	910
Q94AR8	Q94AR8	reviewed	LEUC_ARATH	509
Q76I76	Q76I76	reviewed	SSH2_HUMAN	1423
Q5JSJ4	Q5JSJ4	reviewed	INT6L_HUMAN	861
Q9FYE2	Q9FYE2	reviewed	PKS4_ARATH	406
Q9FNJ9	Q9FNJ9	reviewed	CA1P_ARATH	482
Q06214	Q06214	reviewed	JIP5_YEAST	492
P18496	P18496	reviewed	ATP10_YEAST	279
P83211	P83211	reviewed	HSP1_BOLBR	107
Q9FGH9	Q9FGH9	reviewed	E70B1_ARATH	624
Q8IYN2	Q8IYN2	reviewed	TCAL8_HUMAN	117
Q06213	Q06213	reviewed	MED10_YEAST	157
Q00613	Q00613	reviewed	HSF1_HUMAN	529
Q8L649	Q8L649	reviewed	BB_ARATH	248
Q12676	Q12676	reviewed	FOLD_YEAST	427
Q8SVC0	Q8SVC0	reviewed	Y667_ENCCU	271
Q9P7T4	Q9P7T4	reviewed	MRC1_SCHPO	1019
Q92366	Q92366	reviewed	RL29_SCHPO	61
P38877	P38877	reviewed	CTF8_YEAST	133
Q96EY4	Q96EY4	reviewed	TMA16_HUMAN	203
P61804	P61804	reviewed	DAD1_MOUSE	113
C0HM25	C0HM25	reviewed	HACT3_HELAT	35
Q8CIL4	Q8CIL4	reviewed	CA131_MOUSE	281
P0DW83	P0DW83	reviewed	O16A_CONFU	38
P26637	P26637	reviewed	SYLC_YEAST	1090
P69834	P69834	reviewed	ISPD_ARATH	302
Q5TZK3	Q5TZK3	reviewed	FAM74_HUMAN	123
Q10422	Q10422	reviewed	YDC1_SCHPO	297
Q9D494	Q9D494	reviewed	TERB2_MOUSE	218
B7F924	B7F924	reviewed	NRH3_ORYSJ	162
Q14DH7	Q14DH7	reviewed	ACSS3_MOUSE	682
Q460N5	Q460N5	reviewed	PAR14_HUMAN	1801
Q9P6M1	Q9P6M1	reviewed	GST3_SCHPO	242
Q9JM05	Q9JM05	reviewed	PIAS4_MOUSE	507
Q6ZU52	Q6ZU52	reviewed	K0408_HUMAN	694
P20050	P20050	reviewed	HOP1_YEAST	605
P23511	P23511	reviewed	NFYA_HUMAN	347
Q3KRD5	Q3KRD5	reviewed	TOM34_RAT	309
P38081	P38081	reviewed	YBQ6_YEAST	501
Q8BG18	Q8BG18	reviewed	NECA1_MOUSE	352
Q6DWJ6	Q6DWJ6	reviewed	GP139_HUMAN	353
Q8VE18	Q8VE18	reviewed	SMG8_MOUSE	991
Q9FX53	Q9FX53	reviewed	TGT1_ARATH	406
O13612	O13612	reviewed	NEP2_SCHPO	415
Q61048	Q61048	reviewed	WBP4_MOUSE	376
P97434	P97434	reviewed	MPRIP_MOUSE	1024
Q9LXT3	Q9LXT3	reviewed	MBF1B_ARATH	142
B7ZWR6	B7ZWR6	reviewed	OEP61_ARATH	554
P39692	P39692	reviewed	MET10_YEAST	1035
P31942	P31942	reviewed	HNRH3_HUMAN	346
Q68CR1	Q68CR1	reviewed	SE1L3_HUMAN	1132
P46947	P46947	reviewed	CWC26_YEAST	266
Q6PF18	Q6PF18	reviewed	MORN3_HUMAN	240
P34253	P34253	reviewed	KTI12_YEAST	313
P40462	P40462	reviewed	TM108_YEAST	946
Q8N138	Q8N138	reviewed	ORML3_HUMAN	153
P32855	P32855	reviewed	SEC8_YEAST	1065
P98185	P98185	reviewed	RIP1_SAPOF	40
O61707	O61707	reviewed	TAF4_CAEEL	523
O74339	O74339	reviewed	TAM41_SCHPO	393
Q02040	Q02040	reviewed	AK17A_HUMAN	695
P02653	P02653	reviewed	APOA2_MACMU	77
Q9WVJ4	Q9WVJ4	reviewed	SYJ2B_RAT	145
O55042	O55042	reviewed	SYUA_MOUSE	140
P34241	P34241	reviewed	URB1_YEAST	1764
O64725	O64725	reviewed	NDB3A_ARATH	72
P17429	P17429	reviewed	AREA_EMENI	876
Q8VYG2	Q8VYG2	reviewed	GALAK_ARATH	424
Q10213	Q10213	reviewed	SRS2_SCHPO	887
Q9SIY3	Q9SIY3	reviewed	TTM3_ARATH	210
Q84P52	Q84P52	reviewed	GATP3_SOLLC	520
Q9LQX2	Q9LQX2	reviewed	MPSR1_ARATH	204
E1ZVK3	E1ZVK3	reviewed	ORCK_CAMFO	64
P78983	P78983	reviewed	HSP70_ALTAL	152
P19623	P19623	reviewed	SPEE_HUMAN	302
Q5DU56	Q5DU56	reviewed	NLRC3_MOUSE	1064
Q9DCE5	Q9DCE5	reviewed	PK1IP_MOUSE	382
P81910	P81910	reviewed	OR22B_DROME	397
Q96NT5	Q96NT5	reviewed	PCFT_HUMAN	459
Q8BUB4	Q8BUB4	reviewed	WDFY2_MOUSE	400
Q02161	Q02161	reviewed	RHD_HUMAN	417
Q24C27	Q24C27	reviewed	RL14_TETTS	126
Q6P6M5	Q6P6M5	reviewed	PX11C_MOUSE	241
Q12933	Q12933	reviewed	TRAF2_HUMAN	501
Q9UBC2	Q9UBC2	reviewed	EP15R_HUMAN	864
Q9M391	Q9M391	reviewed	ATX3H_ARATH	280
Q9H2F5	Q9H2F5	reviewed	EPC1_HUMAN	836
Q8VYU8	Q8VYU8	reviewed	ICR5_ARATH	396
Q7TQK5	Q7TQK5	reviewed	CCD93_MOUSE	629
P30303	P30303	reviewed	MPIP_EMENI	556
Q8SR99	Q8SR99	reviewed	TRM1_ENCCU	432
P83183	P83183	reviewed	HSPC_ELECI	84
P53260	P53260	reviewed	GATF_YEAST	183
S0EHD6	S0EHD6	reviewed	FUS9_GIBF5	355
Q9I7K6	Q9I7K6	reviewed	NASP_DROME	492
O35075	O35075	reviewed	VP26C_MOUSE	297
Q3UNH4	Q3UNH4	reviewed	GRIN1_MOUSE	932
Q8BM47	Q8BM47	reviewed	PKHM3_MOUSE	761
Q3US41	Q3US41	reviewed	ESRP1_MOUSE	680
Q9C502	Q9C502	reviewed	CAP11_ARATH	374
P15442	P15442	reviewed	GCN2_YEAST	1659
P43622	P43622	reviewed	YFM4_YEAST	192
Q9MYT8	Q9MYT8	reviewed	ATP5I_PIG	71
P86388	P86388	reviewed	ITR2_OPUST	38
Q9USM1	Q9USM1	reviewed	RP13B_SCHPO	388
Q8IJH8	Q8IJH8	reviewed	PLSH_PLAF7	275
F4JY12	F4JY12	reviewed	GFS12_ARATH	1639
Q96LM9	Q96LM9	reviewed	CT173_HUMAN	149
Q05676	Q05676	reviewed	SOM1_YEAST	74
Q2Z1W2	Q2Z1W2	reviewed	CENPU_CHICK	345
P38202	P38202	reviewed	YBC8_YEAST	106
O82768	O82768	reviewed	HIS2_ARATH	281
P80736	P80736	reviewed	CPI2_PIG	35
Q9UT72	Q9UT72	reviewed	RFP2_SCHPO	205
Q7Z4T9	Q7Z4T9	reviewed	CFA91_HUMAN	767
Q8K449	Q8K449	reviewed	ABCA9_MOUSE	1623
Q80U87	Q80U87	reviewed	UBP8_MOUSE	1080
Q9D581	Q9D581	reviewed	EFC10_MOUSE	132
P53265	P53265	reviewed	YG2W_YEAST	400
Q69CM7	Q69CM7	reviewed	MYBPP_RAT	928
O74472	O74472	reviewed	MUG33_SCHPO	336
Q32PH0	Q32PH0	reviewed	TPPC9_BOVIN	1138
Q8RY73	Q8RY73	reviewed	DXO_ARATH	544
P39013	P39013	reviewed	END3_YEAST	349
Q3KRB8	Q3KRB8	reviewed	RHGBB_HUMAN	267
Q04922	Q04922	reviewed	MFB1_YEAST	465
Q12122	Q12122	reviewed	HOSM_YEAST	440
Q9Y2J4	Q9Y2J4	reviewed	AMOL2_HUMAN	779
Q9QXJ1	Q9QXJ1	reviewed	APBB1_MOUSE	710
Q9Z2Q4	Q9Z2Q4	reviewed	METH_RAT	1253
Q9EPM5	Q9EPM5	reviewed	SYNCI_MOUSE	470
Q58A44	Q58A44	reviewed	PCOTH_HUMAN	107
Q2LD37	Q2LD37	reviewed	BLTP1_HUMAN	5005
Q5SV06	Q5SV06	reviewed	SPT22_MOUSE	358
Q9VEC3	Q9VEC3	reviewed	ARP5_DROME	648
Q9FGN8	Q9FGN8	reviewed	DYAD_ARATH	639
Q9Y3V2	Q9Y3V2	reviewed	RWDD3_HUMAN	267
Q03246	Q03246	reviewed	RT17_YEAST	237
Q8WXI4	Q8WXI4	reviewed	ACO11_HUMAN	607
Q09725	Q09725	reviewed	MIS4_SCHPO	1587
Q05541	Q05541	reviewed	NSE3_YEAST	303
B8NHE3	B8NHE3	reviewed	FLVH_ASPFN	178
Q7T291	Q7T291	reviewed	ADPRM_DANRE	322
P36534	P36534	reviewed	RM40_YEAST	297
E9Q555	E9Q555	reviewed	RN213_MOUSE	5148
P11927	P11927	reviewed	KAR1_YEAST	433
O64527	O64527	reviewed	NB_ARATH	166
Q5U2M8	Q5U2M8	reviewed	MDC1_RAT	1279
Q3V1D3	Q3V1D3	reviewed	AMPD1_MOUSE	745
Q8BT07	Q8BT07	reviewed	CEP55_MOUSE	462
Q54QM6	Q54QM6	reviewed	MPIP_DICDI	1053
P53246	P53246	reviewed	ENV11_YEAST	860
Q9LFC0	Q9LFC0	reviewed	HAKAI_ARATH	360
Q9C110	Q9C110	reviewed	MU177_SCHPO	105
Q93442	Q93442	reviewed	MED13_CAEEL	2862
Q9V8P9	Q9V8P9	reviewed	TOPRS_DROME	1038
Q9CYL5	Q9CYL5	reviewed	GAPR1_MOUSE	154
P54729	P54729	reviewed	NUB1_MOUSE	614
O35814	O35814	reviewed	STIP1_RAT	543
Q8LAX0	Q8LAX0	reviewed	HMT3_ARATH	347
Q7Z6I8	Q7Z6I8	reviewed	CE024_HUMAN	188
Q7TNE3	Q7TNE3	reviewed	SPAG7_MOUSE	227
Q9DAG5	Q9DAG5	reviewed	STPG4_MOUSE	247
Q8BMP6	Q8BMP6	reviewed	GCP60_MOUSE	525
Q7TQE6	Q7TQE6	reviewed	MACOI_MOUSE	664
O94708	O94708	reviewed	YC58_SCHPO	394
P40316	P40316	reviewed	SECU_YEAST	373
Q9VZL7	Q9VZL7	reviewed	GR63A_DROME	512
Q8VDH1	Q8VDH1	reviewed	FBX21_MOUSE	627
Q8QZR1	Q8QZR1	reviewed	ATTY_MOUSE	454
P10173	P10173	reviewed	FUMH_PIG	512
P10360	P10360	reviewed	P53_CHICK	367
Q02751	Q02751	reviewed	MALT_CANAX	570
O74309	O74309	reviewed	SLM9_SCHPO	807
O42947	O42947	reviewed	YBPC_SCHPO	737
Q9P7R8	Q9P7R8	reviewed	YHV3_SCHPO	1462
Q9Y388	Q9Y388	reviewed	RBMX2_HUMAN	322
Q8RWN2	Q8RWN2	reviewed	ZIF1_ARATH	486
P43884	P43884	reviewed	PLIN1_RAT	517
P32898	P32898	reviewed	PREP_YEAST	989
Q08999	Q08999	reviewed	RBL2_HUMAN	1139
P26449	P26449	reviewed	BUB3_YEAST	341
Q9BYK8	Q9BYK8	reviewed	HELZ2_HUMAN	2649
Q8L960	Q8L960	reviewed	SVR1_ARATH	410
Q96NY9	Q96NY9	reviewed	MUS81_HUMAN	551
Q9D742	Q9D742	reviewed	AP5S1_MOUSE	170
Q9P2R3	Q9P2R3	reviewed	ANFY1_HUMAN	1169
Q8BMA5	Q8BMA5	reviewed	NPAT_MOUSE	1420
Q9UBS8	Q9UBS8	reviewed	RNF14_HUMAN	474
P15924	P15924	reviewed	DESP_HUMAN	2871
Q8IEF6	Q8IEF6	reviewed	MYB1_PLAF7	414
G0Y286	G0Y286	reviewed	PSDS_BOTBR	403
Q5W0Q7	Q5W0Q7	reviewed	USPL1_HUMAN	1092
Q05957	Q05957	reviewed	PDP_DIACA	318
P38204	P38204	reviewed	RRN10_YEAST	145
Q10424	Q10424	reviewed	ZIP1_SCHPO	330
Q9DBU6	Q9DBU6	reviewed	RSRC1_MOUSE	334
A0A384XG60	A0A384XG60	reviewed	STR1_STRTC	207
Q921K9	Q921K9	reviewed	BCL7B_MOUSE	202
Q86X51	Q86X51	reviewed	EZHIP_HUMAN	503
Q9NP79	Q9NP79	reviewed	VTA1_HUMAN	307
E9PVX6	E9PVX6	reviewed	KI67_MOUSE	3177
Q8BGI5	Q8BGI5	reviewed	PEX26_MOUSE	305
Q9DA80	Q9DA80	reviewed	RSH3B_MOUSE	389
F4K487	F4K487	reviewed	PHOX3_ARATH	809
Q10331	Q10331	reviewed	NU107_SCHPO	813
O42700	O42700	reviewed	TAL1_SCHPO	322
Q9Z0H7	Q9Z0H7	reviewed	BCL10_MOUSE	233
Q8GXF0	Q8GXF0	reviewed	RA51C_ARATH	363
Q8JZS9	Q8JZS9	reviewed	RM48_MOUSE	211
Q9UUJ4	Q9UUJ4	reviewed	REC24_SCHPO	350
P38272	P38272	reviewed	SHE3_YEAST	425
Q7RXQ1	Q7RXQ1	reviewed	CSN1_NEUCR	425
Q09763	Q09763	reviewed	GEF1_SCHPO	753
P18962	P18962	reviewed	DAP2_YEAST	818
Q9D6H2	Q9D6H2	reviewed	IFT25_MOUSE	143
Q9LQW3	Q9LQW3	reviewed	ZHD14_ARATH	168
P33312	P33312	reviewed	RIB7_YEAST	244
Q9D2C7	Q9D2C7	reviewed	BI1_MOUSE	237
O95997	O95997	reviewed	PTTG1_HUMAN	202
Q8S8S1	Q8S8S1	reviewed	PEX16_ARATH	367
Q12182	Q12182	reviewed	YO342_YEAST	319
Q6AX31	Q6AX31	reviewed	NDC1_XENLA	660
Q9STX3	Q9STX3	reviewed	GID2_ARATH	151
Q69ZU8	Q69ZU8	reviewed	ANKR6_MOUSE	712
Q8QZZ7	Q8QZZ7	reviewed	TPRKB_MOUSE	175
Q12078	Q12078	reviewed	SMF3_YEAST	473
P0C1G6	P0C1G6	reviewed	SWP70_BOVIN	585
Q9BTD3	Q9BTD3	reviewed	TM121_HUMAN	319
Q8C0R7	Q8C0R7	reviewed	ZMY15_MOUSE	736
Q13202	Q13202	reviewed	DUS8_HUMAN	625
P55738	P55738	reviewed	CCAC_AMPCA	102
Q9ZVD0	Q9ZVD0	reviewed	SRRT_ARATH	720
P86527	P86527	reviewed	NLTP1_NIGSA	35
P0CX25	P0CX25	reviewed	RL43A_YEAST	92
P86200	P86200	reviewed	NAGK_MESAU	61
P47148	P47148	reviewed	PXP2_YEAST	283
Q8TCN5	Q8TCN5	reviewed	ZN507_HUMAN	953
Q8NFR7	Q8NFR7	reviewed	CC148_HUMAN	591
P35210	P35210	reviewed	SPT23_YEAST	1082
P53185	P53185	reviewed	VIR_YEAST	909
Q9C0C7	Q9C0C7	reviewed	AMRA1_HUMAN	1298
Q0E7J7	Q0E7J7	reviewed	STN1_SCHPO	325
E9Q5L8	E9Q5L8	reviewed	GLYL3_MOUSE	290
P92189	P92189	reviewed	STIL_DROME	321
Q02100	Q02100	reviewed	SKO1_YEAST	647
Q08412	Q08412	reviewed	CUE5_YEAST	411
Q12406	Q12406	reviewed	ARP7_YEAST	477
P93758	P93758	reviewed	RMR42_ARATH	274
Q6P6S3	Q6P6S3	reviewed	BSPRY_RAT	448
Q99P96	Q99P96	reviewed	HDAC7_RAT	238
Q12375	Q12375	reviewed	ORT1_YEAST	292
P00319	P00319	reviewed	APCB_GALSU	161
Q17865	Q17865	reviewed	YTE4_CAEEL	545
Q54YB3	Q54YB3	reviewed	TSTE_DICDI	1340
Q8N5I3	Q8N5I3	reviewed	KCNRG_HUMAN	272
A0A0R4I952	A0A0R4I952	reviewed	CXRA_CONMO	37
Q91VH6	Q91VH6	reviewed	MEMO1_MOUSE	297
P86416	P86416	reviewed	PAPIL_HALPP	34
P07756	P07756	reviewed	CPSM_RAT	1500
Q8WUY8	Q8WUY8	reviewed	NAT14_HUMAN	206
P0C7T4	P0C7T4	reviewed	HMSDV_HUMAN	53
Q21770	Q21770	reviewed	WAGO1_CAEEL	945
Q04658	Q04658	reviewed	SMA2_YEAST	369
P0DO24	P0DO24	reviewed	PSI3_ARATH	649
Q5T681	Q5T681	reviewed	CJ062_HUMAN	223
Q9P783	Q9P783	reviewed	RRB1_SCHPO	480
P53114	P53114	reviewed	MED5_YEAST	1132
O42832	O42832	reviewed	SPB1_SCHPO	802
P21268	P21268	reviewed	FAR1_YEAST	830
A0A1L9WLF2	A0A1L9WLF2	reviewed	AACUB_ASPA1	734
P46882	P46882	reviewed	AOFN_ASPNG	495
Q9VMA0	Q9VMA0	reviewed	NSE1_DROME	235
P85035	P85035	reviewed	PLINH_HALLA	41
Q91X46	Q91X46	reviewed	ARHG3_MOUSE	524
P30615	P30615	reviewed	KPYK1_TRYBB	499
Q6P0T2	Q6P0T2	reviewed	TAF8_DANRE	308
P91409	P91409	reviewed	STX4_CAEEL	287
Q21126	Q21126	reviewed	MEGG1_CAEEL	636
P12962	P12962	reviewed	CAF20_YEAST	161
U3H042	U3H042	reviewed	SOS7_SCHPO	264
Q86X53	Q86X53	reviewed	ERIC1_HUMAN	443
Q9LJ97	Q9LJ97	reviewed	LEA31_ARATH	262
P16965	P16965	reviewed	STF2_YEAST	84
O42973	O42973	reviewed	YGZ3_SCHPO	446
Q91VW3	Q91VW3	reviewed	SH3L3_MOUSE	93
Q07653	Q07653	reviewed	HBT1_YEAST	1046
Q9CQ10	Q9CQ10	reviewed	CHMP3_MOUSE	224
P24639	P24639	reviewed	ANXA7_DICDI	462
Q96524	Q96524	reviewed	CRY2_ARATH	612
P0CG21	P0CG21	reviewed	NHLC4_HUMAN	123
Q8VC12	Q8VC12	reviewed	HUTU_MOUSE	676
Q9P7B7	Q9P7B7	reviewed	YK24_SCHPO	295
A1ZAY1	A1ZAY1	reviewed	DLISH_DROME	355
